0.297 -0.567 0.105 0.737 
-0.292 -0.509 -0.381 -0.477 
0.313 0.199 0.383 0.789 
0.37 0.11 0.499 -0.741 
0.497 0.316 0.457 0.259 
-0.333 0.211 0.774 0.102 
-0.498 -0.472 -0.353 0.139 
0.494 0.649 -0.265 0.35 
0.422 0.298 -0.666 -0.451 
-0.594 -0.495 0.476 0.174 
0.687 -0.197 0.468 -0.094 
0.511 0.504 0.322 -0.429 
0.207 -0.09 0.894 0.064 
0.649 0.26 -0.516 0.006 
0.257 0.101 0.116 -0.247 
0.456 -0.182 -0.177 -0.287 
0.143 -0.124 -0.098 0.319 
0.549 -0.287 0.449 -0.534 
0.199 -0.192 -0.419 0.694 
-0.493 0.549 -0.206 0.168 
0.775 0.284 0.147 -0.446 
0.187 -0.301 -0.299 0.392 
-0.621 -0.72 -0.103 0.143 
-0.597 -0.255 0.413 0.16 
-0.136 -0.263 0.637 0.426 
-0.184 0.115 -0.06 0.429 
-0.045 0.646 -0.66 0.284 
0.714 0.108 -0.461 0.183 
0.143 -0.817 -0.042 -0.386 
0.01 -0.519 0.12 0.529 
-0.073 0.134 -0.584 0.134 
-0.365 0.272 0.007 -0.143 
-0.023 0.185 -0.282 -0.311 
-0.039 0.623 0.17 0.403 
-0.132 -0.343 0.699 -0.546 
-0.235 -0.081 -0.908 -0.223 
0.465 -0.553 0.338 -0.081 
0.22 -0.352 0.154 0.756 
-0.381 0.295 -0.06 0.258 
0.315 -0.568 -0.328 0.186 
0.247 -0.147 -0.539 -0.324 
-0.224 -0.713 -0.409 0.511 
-0.009 0.639 0.187 -0.364 
-0.273 0.065 0.34 -0.181 
0.176 -0.09 0.733 0.634 
0.252 0.445 -0.158 -0.831 
-0.363 0.338 0.227 0.323 
0.817 -0.092 0.115 0.125 
0.271 0.406 -0.585 -0.433 
-0.064 -0.398 -0.472 0.692 
-0.62 -0.046 -0.441 -0.18 
-0.159 0.278 -0.274 0.49 
-0.396 -0.281 0.056 0.023 
0.888 -0.123 -0.081 -0.006 
0.271 -0.184 0.134 -0.451 
0.638 0.495 0.041 0.336 
0.055 -0.078 0.597 -0.416 
0.618 -0.136 -0.106 0.195 
0.022 -0.01 0.666 0.73 
0.444 0.682 -0.32 -0.114 
0.324 -0.27 -0.12 0.819 
-0.137 0.467 -0.512 0.39 
-0.7 -0.019 0.531 -0.219 
-0.277 0.1 0.506 0.624 
-0.126 -0.415 -0.302 -0.153 
-0.077 -0.329 0.702 0.454 
0.496 0.122 0.617 0.046 
0.349 0.364 0.64 0.058 
0.374 -0.525 -0.271 0.065 
-0.095 -0.194 0.136 -0.205 
-0.616 0.481 -0.462 -0.086 
0.172 0.203 -0.473 0.041 
-0.684 -0.264 0.553 0.081 
0.047 0.13 0.502 0.816 
0.167 -0.331 0.419 -0.068 
-0.125 -0.679 -0.091 -0.174 
-0.232 -0.361 -0.352 0.294 
-0.177 -0.665 -0.168 0.307 
-0.319 0.143 -0.862 -0.232 
-0.512 -0.019 0.145 -0.156 
0.376 -0.145 0.432 -0.438 
0.353 -0.015 0.436 0.306 
0.023 -0.734 -0.565 0.228 
0.26 0.45 -0.504 0.514 
0.498 -0.194 0.122 0.275 
-0.069 -0.368 -0.1 -0.038 
-0.602 0.101 0.425 -0.416 
-0.112 -0.388 0.239 -0.529 
-0.042 -0.448 -0.377 -0.637 
-0.499 -0.092 0.104 0.649 
-0.375 -0.585 0.257 -0.199 
0.105 -0.482 0.525 -0.632 
0.434 0.053 -0.483 -0.159 
-0.434 -0.076 -0.327 -0.225 
0.063 -0.817 0.274 -0.433 
0.424 -0.108 -0.617 -0.326 
0.127 -0.404 0.072 -0.809 
0.409 -0.591 0.216 -0.567 
0.385 0.381 0.093 -0.13 
-0.223 -0.635 0.155 -0.408 
0.378 -0.447 0.402 0.456 
-0.101 -0.294 0.306 0.297 
0.223 -0.011 -0.085 0.713 
-0.349 0.652 -0.513 -0.396 
